,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
1779,henri,bergson,littl,know,doubt,qualiti,essay,merit,attent,field,philosophi,write,influenti,larg,follow,scholar,general,reader,late,earli,centuri,bergson,renown,work,includ,time,free,present,groundbreak,interpret,conscious,matter,memori,develop,idea,conscious,connect,mind,bodi,bergson,nobel,prize,literatur,brilliant,idea,skill,present,text,util,literari,techniqu,analog,imageri,metaphor,bergson,readership,declin,post,world,compar,previous,year,bergson,ingeni,idea,import,contribut,studi,fundament,idea,truth,life,author,like,write,passag,order,prais,bergson,work,exampl,bergson,idea,recount,histori,bergson,career,argu,bergson,work,remain,vital,today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,follow,excerpt,fleet,fleet,macneil,dixon,ceas,think,britain,naval,power,term,battleship,cruiser,begin,understand,think,term,trade,rout,navig,ship,dockyard,busi,port,harbor,deepli,indent,coast,line,mile,length,great,river,flow,wide,estuari,liner,tramp,weather,east,coast,trawler,bur,penzanc,lugger,ancient,fish,villag,look,rocki,inlet,build,natur,home,maritim,peopl,inhabit,descend,fare,race,access,land,water,stone,british,isl,fit,geograph,foundat,know,nonetheless,children,live,author,phrase,exampl,metaphor,term,battleship,cruiser,nonetheless,children,access,land,water,inhabit,descend,fare,race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,follow,excerpt,dublin,jam,joyc,short,day,winter,come,dusk,fell,eat,dinner,street,hous,grow,somber,space,color,chang,violet,lamp,street,lift,feebl,lantern,cold,sting,play,till,bodi,glow,shout,echo,silent,street,career,play,bring,dark,muddi,lane,hous,gauntlet,rough,tribe,cottag,door,dark,drip,garden,odor,aris,ashpit,dark,odor,stabl,coachman,smooth,comb,hors,shake,music,buckl,har,return,street,light,kitchen,window,fill,area,author,phrase,exampl,personif,play,till,bodi,glow,shout,echo,silent,street,shake,music,buckl,har,lamp,street,lift,feebl,lantern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,follow,excerpt,pride,prejudic,jane,austen,bingley,good,look,gentlemanlik,pleasant,counten,easi,unaffect,manner,brother,hurst,mere,look,gentleman,friend,darci,soon,draw,attent,room,fine,tall,person,handsom,featur,nobl,mien,report,general,circul,minut,entranc,have,thousand,year,gentlemen,pronounc,fine,figur,ladi,declar,handsom,bingley,look,great,admir,half,even,till,manner,give,disgust,turn,tide,popular,discov,proud,compani,pleas,larg,estat,derbyshir,save,have,forbid,disagre,counten,unworthi,compar,friend,describ,darci,author,main,employ,follow,literari,techniqu,ironi,contrast,symbol,exagger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,follow,excerpt,time,machin,well,tell,thursday,principl,time,machin,show,actual,thing,incomplet,workshop,littl,travel,wear,truli,ivori,bar,crack,brass,rail,bend,rest,sound,expect,finish,friday,friday,put,near,nickel,bar,exact,inch,short,remak,thing,complet,morn,clock,today,time,machin,begin,career,give,tri,screw,drop,quartz,saddl,author,describ,time,machin,term,function,appear,measur,physic,condit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,galapago,island,mile,western,coast,south,america,live,marin,iguana,marin,iguana,type,iguana,swim,ocean,diet,primarili,consist,alga,grow,ocean,rock,youngest,iguana,fee,alga,grow,closest,shore,larger,iguana,swim,salti,ocean,water,alga,harder,reach,order,cope,salti,environ,marin,iguana,complex,nasal,allow,sneez,excess,salt,diet,iguana,typic,dive,deepli,ocean,swim,minut,observ,remain,underwat,half,hour,chilli,swim,marin,iguana,climb,water,warm,rock,bask,heat,bodi,temperatur,normal,accord,passag,follow,common,behavior,marin,iguana,forag,ocean,small,fish,dive,water,half,hour,time,swim,regul,bodi,temperatur,forc,extra,salt,nasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,neil,armstrong,walk,moon,abl,fame,step,smaller,one,armstrong,interest,fli,child,licens,pilot,go,studi,aeronaut,engin,colleg,call,serv,pilot,korean,graduat,armstrong,eventu,finish,degre,research,pilot,agenc,later,nasa,fli,type,aircraft,agenc,includ,rocket,plan,oper,incred,speed,armstrong,final,astronaut,year,armstrong,serv,command,gemini,mission,person,success,dock,space,vehicl,command,apollo,mission,success,walk,moon,make,histori,accord,passag,year,neil,armstrong,astronaut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,peninsula,locat,western,japan,lie,wajima,isol,town,know,uniqu,handicraft,call,lacquerwar,make,lacquerwar,begin,hand,carv,product,wooden,bowl,cover,liquid,deriv,tree,lacquer,lacquer,harden,bowl,polish,remov,blemish,layer,lacquer,add,process,lacquer,polish,repeat,surfac,complet,smooth,piec,design,carv,fill,gold,leaf,cover,lacquer,artisan,work,special,seal,room,final,applic,lacquer,brush,piec,surfac,dust,wipe,away,room,maintain,proper,temperatur,humid,particl,outermost,lacquer,layer,creat,high,qualiti,piec,lacquerwar,year,involv,step,accord,passag,artisan,immedi,appli,final,layer,lacquer,piec,decor,gold,leaf,hand,carv,design,remov,dust,surfac,polish,remov,blemish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,line,bur,athlet,wear,festiv,kilt,await,turn,anticip,distinct,music,bagpip,blare,background,athlet,compet,scottish,sport,event,caber,toss,athlet,walk,larg,vertic,upright,rest,grind,size,great,concentr,athlet,hoist,weighti,mighti,jerk,cup,caber,hand,rest,shoulder,balanc,moment,athlet,wobbl,start,lumber,forward,hush,wash,audienc,stride,athlet,plant,feet,fling,upward,forward,eye,focus,turn,surpris,grace,athlet,model,techniqu,result,land,ideal,posit,point,straight,away,athlet,judg,look,audienc,let,small,gasp,perfect,throw,base,passag,author,attitud,caber,toss,critic,hope,confus,enthusiast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,inevit,start,rhythm,chore,phone,ring,phone,announc,caller,number,know,friend,line,begin,wonder,friend,call,request,loan,plea,ride,chanc,out,tamp,worri,interrupt,length,prolong,work,ring,time,take,glove,away,paintbrush,turn,equip,answer,phone,usual,reason,urgent,requir,action,simpli,pleasant,opportun,savor,minut,hear,voic,catch,small,news,base,passag,author,want,reader,feel,friend,curious,annoy,oblig,appreci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,honey,wide,know,sweet,tast,natur,product,negat,posit,impact,honey,textur,high,sugar,content,popular,ingredi,food,combin,properti,moistur,high,acid,honey,help,sooth,cough,slow,growth,foodborn,bacteria,help,wound,heal,precaut,take,consum,honey,infant,year,immatur,immun,system,unpasteur,honey,avoid,risk,contract,botul,condit,caus,bacteria,honey,honey,certain,sourc,rhododendron,pollen,poison,caus,nausea,dizzi,food,item,import,awar,risk,honey,consum,accord,passag,statement,honey,correct,kill,foodborn,bacteria,caus,ill,infant,properti,reliev,nausea,safer,medicin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,faux,fake,window,ideal,solut,give,small,dark,hall,illus,appear,brighter,larger,project,materi,appear,sunlight,stream,window,panel,flexibl,plastic,sheet,coat,emit,light,electr,flow,purchas,window,blind,size,slight,wider,longer,panel,choos,wall,want,instal,window,ensur,near,electr,outlet,care,mark,wall,pencil,indic,edg,panel,level,ensur,vertic,line,plumb,posit,panel,pencil,line,mount,wall,adhes,instal,window,blind,plug,panel,open,close,blind,right,light,faux,window,project,take,effort,simpli,hang,piec,effect,definit,worth,base,passag,immedi,mount,panel,purchas,window,blind,larg,cover,choos,locat,near,electr,outlet,place,pencil,mark,wall,plug,nearbi,electr,power,sourc,,,,,,,,,,,,,,,,,,,,,,,
1791,follow,excerpt,enchant,april,elizabeth,arnim,leav,path,clamber,oliv,terrac,warm,sleepi,heav,gentl,rock,pine,tree,grow,close,water,yard,away,fish,boat,lie,motionless,green,belli,water,rippl,littl,gurgl,nois,feet,screw,eye,abl,look,blaze,light,shade,tree,smell,pine,needl,cushion,wild,thyme,pad,space,rock,smell,pure,honey,clump,warm,iris,puff,face,soon,wilkin,take,shoe,stock,feet,hang,water,watch,minut,arbuthnot,follow,best,character,mood,passag,bore,excit,relax,amus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,follow,excerpt,babbit,sinclair,lewi,hadn,satisfact,water,cooler,best,water,cooler,date,scientif,right,think,cost,great,deal,money,virtu,possess,conduct,fiber,contain,porcelain,water,guarante,hygien,drip,clog,sanitari,faucet,machin,paint,decor,ton,gold,look,relentless,stretch,tile,floor,water,cooler,assur,tenant,reev,build,expens,recaptur,feel,social,superior,give,follow,term,best,character,tone,passag,iron,solemn,arrog,respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,follow,excerpt,live,hour,arnold,bennett,receiv,larg,correspond,concern,small,work,review,near,long,book,print,scarc,comment,advers,peopl,object,frivol,tone,tone,opinion,frivol,object,impress,weightier,reproach,forward,persuad,volum,flawless,strictur,offer,press,sundri,obvious,correspond,deal,accord,passag,narrat,like,consid,small,work,play,perfect,defens,unimport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,bird,know,greater,roadrunn,thrive,southwestern,desert,arid,grassland,unit,state,despit,bird,creatur,prefer,reach,speed,mile,hour,effici,predat,roadrunn,seek,rattlesnak,lizard,mice,occasion,eat,fruit,bird,sens,threat,hide,place,quick,burst,energi,flight,usual,consist,glide,perch,place,roadrunn,prey,coyot,twice,fast,adapt,life,climat,bird,need,drink,water,surviv,obtain,adequ,fluid,eat,prey,addit,roadrunn,reduc,water,loss,concentr,salt,bodi,solut,secret,special,gland,near,eye,accord,passag,follow,normal,activ,greater,roadrunn,search,water,search,coyot,fli,short,distanc,hide,threat,fli,great,distanc,mile,hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,mari,curi,import,scientist,great,advanc,knowledg,radiat,discov,chemic,element,polonium,radium,turn,centuri,accomplish,award,nobel,prize,physic,chemistri,follow,success,curi,receiv,fund,establish,institut,laboratori,research,field,physician,research,medic,applic,radioact,world,interrupt,institut,research,curi,activ,promot,medic,radiat,injur,soldier,help,procur,equip,train,volunt,curi,die,bone,marrow,diseas,caus,exposur,radioact,near,centuri,work,book,paper,radioact,store,lead,line,box,curi,scientif,breakthrough,celebr,institut,help,continu,scientif,legaci,accord,passag,mari,curi,obtain,equip,world,train,volunt,injur,soldier,research,medic,use,radiat,limit,exposur,soldier,radiat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,narwhal,rarest,type,whale,world,know,long,horn,like,tusk,arctic,whale,apt,call,unicorn,narwhal,tusk,actual,tooth,grow,whale,life,reach,close,feet,length,base,sole,appear,elong,tooth,guess,tool,penetr,whale,nativ,water,defens,weapon,predat,tusk,grow,predomin,male,scientist,specul,primari,purpos,relat,breed,research,support,idea,need,narwhal,observ,spar,tusk,femal,male,break,tusk,male,portion,tusk,skull,suggest,tusk,sensori,organ,interpret,chemic,natur,water,help,narwhal,food,femal,mat,accord,passag,male,narwhal,break,tusk,evid,elong,tooth,pierc,freez,ocean,surfac,battl,earn,right,mate,detect,chang,ocean,chemistri,defend,attack,predat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,littl,communiti,famili,member,play,help,young,peopl,appropri,partner,marriag,case,sister,grace,think,flare,temper,stubborn,person,complement,neighbor,calm,kind,demeanor,work,modest,corner,store,mother,convinc,expens,tast,thing,suit,best,famili,friend,visit,occasion,citi,father,wish,expand,horizon,hop,stay,cousin,teach,univers,lead,academ,type,brother,frank,romant,think,entir,search,drive,sole,emot,accord,passag,famili,member,suggest,author,marri,wealthi,partner,brother,mother,father,sister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,follow,excerpt,world,eighti,day,jule,vern,weather,day,voyag,wind,obstin,remain,north,west,blow,gale,retard,steamer,rangoon,roll,heavili,passeng,impati,long,monstrous,wave,wind,rais,path,sort,tempest,aris,novemb,squall,knock,vessel,furi,wave,run,high,rangoon,reef,sail,rig,prove,whistl,shake,amid,squall,steamer,forc,proceed,slowli,captain,estim,reach,hong,kong,hour,time,storm,last,follow,term,best,character,mood,passag,angri,veng,threaten,disappoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,lead,consist,healthi,lifestyl,challeng,peopl,good,place,start,establish,guidelin,food,regimen,stick,term,diet,synonym,depriv,diet,need,difficult,expens,adopt,littl,effort,posit,step,sustain,health,diet,form,negat,idea,avoid,excess,amount,food,littl,nutrit,valu,clear,benefici,good,diet,involv,elimin,high,process,food,addit,increas,intak,fresh,food,item,suit,tast,budget,choos,food,person,health,profil,includ,high,blood,pressur,diabet,restrict,diet,usual,hard,stick,time,truli,healthi,anybodi,commit,dedic,adopt,healthi,eat,habit,maintain,appropri,diet,base,passag,author,attitud,eat,proper,diet,arrog,rigor,admir,optimist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,compost,break,organ,matter,fertil,soil,cheap,natur,creat,healthi,soil,garden,ingredi,nutriti,compost,product,process,household,hold,materi,compost,gather,combin,brown,plant,matter,leav,shred,newspap,green,plant,matter,fruit,veget,scrap,short,day,combin,organ,materi,begin,break,materi,decompos,sure,fold,stir,week,check,moist,occasion,add,green,plant,matter,consist,level,moistur,notic,materi,dri,process,complet,compost,readi,break,materi,resembl,rich,dark,soil,rot,plant,base,passag,turn,organ,materi,transfer,compost,larger,brown,plant,matter,green,plant,matter,check,moistur,level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,popcorn,delici,soft,crunchi,treat,stapl,snack,moviego,popcorn,popular,unit,state,grow,charl,cretor,patent,mobil,steam,power,popcorn,machin,allow,popcorn,produc,sell,street,vendor,tantal,aroma,combin,cheap,price,popcorn,popular,treat,especi,great,depress,movi,theater,owner,instal,popcorn,machin,boost,profit,struggl,busi,popcorn,remain,favorit,theater,world,sweet,snack,difficult,come,sugar,ration,today,popcorn,continu,theater,movi,passag,suggest,popcorn,help,movi,theater,busi,great,depress,rare,eat,unit,state,sell,movi,theater,contribut,increas,street,vendor,great,depress,eat,unit,state,popcorn,machin,invent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,invent,microwav,oven,attribut,curious,scientist,melt,candi,perci,spencer,build,magnetron,devic,generat,microwav,radar,set,notic,candi,pocket,melt,investig,issu,colleagu,decid,test,object,attempt,includ,popcorn,explod,face,worker,spencer,metal,contain,microwav,radiat,magnetron,allow,control,heat,safeti,experi,item,place,heat,lead,spencer,compani,file,patent,microwav,oven,wasn,coupl,decad,later,microwav,oven,small,price,home,ten,million,microwav,oven,sell,follow,statement,suggest,passag,microwav,oven,instant,commerci,success,cook,microwav,discov,chanc,spencer,earn,fame,fortun,invent,earli,experi,microwav,failur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,charl,seeberg,combin,latin,word,step,scala,word,elev,creat,familiar,term,escal,move,stairway,seeberg,regist,trademark,escal,invent,attribut,differ,peopl,nathan,ame,leamon,souder,design,patent,build,jess,reno,build,devic,elev,passeng,conveyor,belt,inclin,move,stair,georg,wheeler,inventor,patent,product,sell,design,seeberg,combin,idea,escal,know,today,result,design,build,seeberg,employ,elev,compani,follow,best,express,main,point,passag,jess,reno,build,work,escal,charl,seeberg,give,escal,escal,basic,conveyor,belt,escal,design,build,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,follow,excerpt,season,wood,joseph,wagner,structur,wood,afford,reliabl,mean,distinguish,differ,kind,color,weight,smell,appear,direct,indirect,result,structur,help,distinct,reli,entir,furthermor,structur,underli,near,technic,properti,import,product,furnish,explan,piec,differ,properti,structur,explain,heavier,stronger,tougher,pine,harder,plane,difficult,season,injuri,porous,structur,evid,piec,young,thrifti,stronger,porous,wood,stunt,tree,georgia,long,leaf,pine,excel,white,pine,weight,strength,follow,conclus,suggest,passag,wood,young,tree,heavier,wood,tree,differ,wood,pine,famili,differ,structur,verifi,wood,type,know,color,weight,smell,structur,properti,wood,determin,price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,ann,sullivan,rememb,today,tutor,companion,helen,keller,keller,stori,certain,inspir,draw,attent,away,sullivan,equal,impress,achiev,child,sullivan,poor,near,blind,unabl,read,write,sullivan,teenag,give,opportun,start,attend,school,blind,massachusett,despit,ridicul,impoverish,upbring,thrive,school,year,graduat,valedictorian,short,sullivan,hire,tutor,helen,keller,blind,deaf,rebelli,littl,girl,live,alabama,keller,excel,sullivan,tutelag,insepar,ann,sullivan,accompani,keller,colleg,keller,graduat,sullivan,work,rais,money,blind,foundat,america,accord,passag,ann,sullivan,teenag,begin,work,tutor,helen,keller,start,attend,school,blind,graduat,school,blind,accompani,helen,keller,colleg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,countless,tourist,flock,central,california,coast,year,catch,sight,otter,float,frond,giant,alga,kelp,beach,cute,play,anim,hunt,point,extinct,otter,number,rebound,slowli,birth,litter,otter,consid,threaten,speci,time,number,bounc,hunt,day,entir,west,coast,crowd,otter,anim,intric,tie,underwat,ecosystem,develop,kelp,forest,liter,grab,hold,kelp,rest,float,otter,snail,urchin,fee,kelp,help,kelp,forest,healthi,thrive,otter,california,delic,coastal,ecosystem,throw,balanc,accord,passag,slow,process,otter,increas,number,birth,litter,hunt,extinct,delic,coastal,ecosystem,compet,creatur,kelp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,firefli,lighten,bug,insect,creat,light,bioluminesc,caus,chemic,reaction,creat,effici,light,world,convert,near,percent,energi,chemic,reaction,light,lose,tini,heat,firefli,glow,attract,mat,ward,predat,speci,light,flash,pattern,male,speci,abil,mimic,light,flash,pattern,firefli,speci,order,trick,femal,draw,emit,light,egg,firefli,speci,know,emit,light,protect,adult,firefli,produc,light,firefli,western,unit,state,particular,lack,abil,glow,accord,passag,firefli,glow,order,prey,attract,mat,maintain,bodi,heat,creat,better,visibl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,common,stereotyp,associ,specif,breed,golden,retriev,friend,chihuahua,nervous,bull,danger,bull,doberman,pinscher,german,shepherd,rottweil,histor,breed,aggress,legaci,unjust,follow,present,like,dog,breed,judg,strict,genet,behavior,differ,breed,proper,obedi,train,social,dog,breed,necessari,help,manag,aggress,tendenc,slowli,fear,breed,shed,reput,danger,dog,assist,respons,breed,readili,accept,potenti,wonder,pet,author,like,write,passag,breed,reput,violenc,order,argu,unfair,judg,point,irrespons,breed,critic,owner,incorrect,train,apolog,unpredict,vicious,behavior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,sumo,high,ritual,form,wrestl,nation,sport,japan,origin,date,thousand,year,aspect,modern,sumo,base,shinto,indigen,religi,practic,involv,symbol,enter,ring,circular,area,rais,platform,bout,occur,wrestler,take,ceremoni,mean,purifi,bodi,spirit,wrestler,toss,salt,sand,cover,ring,purif,engag,seri,movement,last,minut,clap,hand,lift,palm,stamp,feet,grind,symbol,act,dispel,evil,spirit,lurk,ring,fight,requir,strength,balanc,second,begin,ritual,conduct,bout,conclud,wrestler,grappl,ring,touch,grind,bodi,feet,base,passag,ritual,sumo,wrestler,complet,second,includ,ceremoni,sand,toss,requir,great,strength,balanc,mean,purifi,spirit,bodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
